V1	V2
2921	F5	Fam102b
2922	Bnip3l	Fam102b
2923	Map2k1	Fam102b
2924	Tmem248	Fam102b
2925	Impa2	Fam102b
2926	Klf7	Fam102b
2927	Piwil2	Fam102b
2928	Upp1	Fam102b
2929	A530064D06Rik	Fam102b
2930	Tmsb4x	2610037D02Rik
2931	Rps18	2610037D02Rik
2932	Rps19	2610037D02Rik
2933	Prdx6	2610037D02Rik
2934	Rps23	2610037D02Rik
2935	Manf	2610037D02Rik
2936	Mt2	2610037D02Rik
2937	Ero1l	2610037D02Rik
2938	Bnip3	2610037D02Rik
2939	Fndc3a	2610037D02Rik
2940	Dnajb9	2610037D02Rik
2941	Slc2a1	2610037D02Rik
2942	Sgms2	2610037D02Rik
2943	Bnip3l	2610037D02Rik
2944	Mthfd1l	2610037D02Rik
2945	Pdia4	2610037D02Rik
2946	Slfn4	2610037D02Rik
2947	Atp9b	2610037D02Rik
2948	Lyz2	Rnf11
2949	Ctss	Rnf11
2950	Cst3	Rnf11
2951	Tmsb4x	Rnf11
2952	Manf	Rnf11
2953	Ero1l	Rnf11
2954	Inhba	Rnf11
2955	Bnip3	Rnf11
2956	Higd1a	Rnf11
2957	Fndc3a	Rnf11
2958	Slc2a1	Rnf11
2959	P4hb	Rnf11
2960	Maml2	Rnf11
2961	Ndrg1	Rnf11
2962	Pfkp	Rnf11
2963	Egln3	Rnf11
2964	Herpud1	Rnf11
2965	Serpinb2	Rnf11
2966	Creld2	Rnf11
2967	Map2k1	Rnf11
2968	Pdia4	Rnf11
2969	Slfn4	Rnf11
2970	Esyt2	Rnf11
2971	Gbe1	Rnf11
2972	Tdrd7	Rnf11
2973	Hk1	Rnf11
2974	Lyz2	Pgm1
2975	Cst3	Pgm1
2976	Tmsb4x	Pgm1
2977	Cxcl3	Pgm1
2978	Rpl37a	Pgm1
2979	Rps27a	Pgm1
2980	Tyrobp	Pgm1
2981	Rps29	Pgm1
2982	Rpl32	Pgm1
2983	Rps18	Pgm1
2984	Rpl41	Pgm1
2985	Rps19	Pgm1
2986	Rpl13	Pgm1
2987	Rps8	Pgm1
2988	Rplp1	Pgm1
2989	Rpl3	Pgm1
2990	Prdx6	Pgm1
2991	Rpl14	Pgm1
2992	Rgcc	Pgm1
2993	Rps23	Pgm1
2994	F10	Pgm1
2995	Ccr1	Pgm1
2996	Slc16a3	Pgm1
2997	Manf	Pgm1
2998	Mt2	Pgm1
2999	Emilin2	Pgm1
3000	Smox	Pgm1
3001	Ero1l	Pgm1
3002	Inhba	Pgm1
3003	Bnip3	Pgm1
3004	Fam162a	Pgm1
3005	Higd1a	Pgm1
3006	Fndc3a	Pgm1
3007	Dnajb9	Pgm1
3008	Gpr141	Pgm1
3009	Slc2a1	Pgm1
3010	Eif4ebp1	Pgm1
3011	P4hb	Pgm1
3012	Sgms2	Pgm1
3013	Trem1	Pgm1
3014	Grina	Pgm1
3015	Ndrg1	Pgm1
3016	Tes	Pgm1
3017	Pfkp	Pgm1
3018	Egln3	Pgm1
3019	Atf4	Pgm1
3020	Herpud1	Pgm1
3021	Creld2	Pgm1
3022	F5	Pgm1
3023	Il13ra1	Pgm1
3024	Bnip3l	Pgm1
3025	Fbxl5	Pgm1
3026	Map2k1	Pgm1
3027	P4ha1	Pgm1
3028	Ssr3	Pgm1
3029	Selenbp1	Pgm1
3030	Mthfd1l	Pgm1
3031	Pdia4	Pgm1
3032	Me2	Pgm1
3033	Impa2	Pgm1
3034	Gbe1	Pgm1
3035	Nop58	Pgm1
3036	Nucb2	Pgm1
3037	Gm15283	Pgm1
3038	Zfp292	Pgm1
3039	Hk1	Pgm1
3040	Fam102b	Pgm1
3041	Rnf11	Pgm1
3042	Ctss	Sec23b
3043	Cst3	Sec23b
3044	Tmsb4x	Sec23b
3045	Rps8	Sec23b
3046	Fcer1g	Sec23b
3047	Rgcc	Sec23b
3048	Slc16a3	Sec23b
3049	Manf	Sec23b
3050	Mt2	Sec23b
3051	Emilin2	Sec23b
3052	Smox	Sec23b
3053	Ero1l	Sec23b
3054	Bnip3	Sec23b
3055	Fam162a	Sec23b
3056	Higd1a	Sec23b
3057	Fndc3a	Sec23b
3058	Dnajb9	Sec23b
3059	Gpr141	Sec23b
3060	Slc2a1	Sec23b
3061	Eif4ebp1	Sec23b
3062	P4hb	Sec23b
3063	Maml2	Sec23b
3064	Ndrg1	Sec23b
3065	Tes	Sec23b
3066	Tuba1a	Sec23b
3067	Egln3	Sec23b
3068	Snx18	Sec23b
3069	Herpud1	Sec23b
3070	Gpat3	Sec23b
3071	Creld2	Sec23b
3072	Bnip3l	Sec23b
3073	Map2k1	Sec23b
3074	P4ha1	Sec23b
3075	Ssr3	Sec23b
3076	Selenbp1	Sec23b
3077	Pdia4	Sec23b
3078	Me2	Sec23b
3079	Impa2	Sec23b
3080	Fbxo28	Sec23b
3081	Klf7	Sec23b
3082	Sc5d	Sec23b
3083	Rnf11	Sec23b
3084	Pgm1	Sec23b
3085	Ctss	Rsbn1
3086	Tmsb4x	Rsbn1
3087	Manf	Rsbn1
3088	Mt2	Rsbn1
3089	Smox	Rsbn1
3090	Ero1l	Rsbn1
3091	Bnip3	Rsbn1
3092	Dnajb9	Rsbn1
3093	Gpr141	Rsbn1
3094	Eif4ebp1	Rsbn1
3095	P4hb	Rsbn1
3096	Grina	Rsbn1
3097	Ndrg1	Rsbn1
3098	Egln3	Rsbn1
3099	Herpud1	Rsbn1
3100	Gpat3	Rsbn1
3101	Serpinb2	Rsbn1
3102	Creld2	Rsbn1
3103	Pcgf5	Rsbn1
3104	Selenbp1	Rsbn1
3105	Me2	Rsbn1
3106	Nucb2	Rsbn1
3107	Sec61a1	Rsbn1
3108	Rfx3	Rsbn1
3109	Pgm1	Rsbn1
3110	Sec23b	Rsbn1
3111	Manf	Ccdc47
3112	Maml2	Ccdc47
3113	Grina	Ccdc47
3114	Uso1	Ccdc47
3115	Slc35b1	Ccdc47
3116	Rsbn1	Ccdc47
3117	Cst3	Ddx21
3118	Tmsb4x	Ddx21
3119	Cxcl3	Ddx21
3120	Rps27a	Ddx21
3121	Rpl32	Ddx21
3122	Rps18	Ddx21
3123	Rps4x	Ddx21
3124	Rpl41	Ddx21
3125	Rps19	Ddx21
3126	Rpl13	Ddx21
3127	Rps8	Ddx21
3128	Rplp1	Ddx21
3129	Rpl3	Ddx21
3130	Rpl14	Ddx21
3131	Rpl11	Ddx21
3132	Mt2	Ddx21
3133	Smox	Ddx21
3134	Ero1l	Ddx21
3135	Bnip3	Ddx21
3136	Pilra	Ddx21
3137	Fndc3a	Ddx21
3138	Dok2	Ddx21
3139	P4hb	Ddx21
3140	Sgms2	Ddx21
3141	Maml2	Ddx21
3142	Ndrg1	Ddx21
3143	Gpat3	Ddx21
3144	Creld2	Ddx21
3145	Bnip3l	Ddx21
3146	Selenbp1	Ddx21
3147	Nop58	Ddx21
3148	Piwil2	Ddx21
3149	Rfx3	Ddx21
3150	Lyar	Ddx21
3151	Lyz2	Lpar1
3152	Ctss	Lpar1
3153	Cst3	Lpar1
3154	Tmsb4x	Lpar1
3155	Cxcl3	Lpar1
3156	Rpl37a	Lpar1
3157	Tyrobp	Lpar1
3158	Rpl32	Lpar1
3159	Rps19	Lpar1
3160	Rpl13	Lpar1
3161	Rps8	Lpar1
3162	Rplp1	Lpar1
3163	Rpl3	Lpar1
3164	Fcer1g	Lpar1
3165	Rps23	Lpar1
3166	Rpl11	Lpar1
3167	Ccr1	Lpar1
3168	Mt2	Lpar1
3169	Emilin2	Lpar1
3170	Smox	Lpar1
3171	Ero1l	Lpar1
3172	Inhba	Lpar1
3173	Bnip3	Lpar1
3174	Fam162a	Lpar1
3175	Fndc3a	Lpar1
3176	Dnajb9	Lpar1
3177	Gpr141	Lpar1
3178	Slc2a1	Lpar1
3179	P4hb	Lpar1
3180	Trem1	Lpar1
3181	Grina	Lpar1
3182	Ndrg1	Lpar1
3183	Pfkp	Lpar1
3184	Egln3	Lpar1
3185	Serpine1	Lpar1
3186	Serpinb2	Lpar1
3187	Pcgf5	Lpar1
3188	P4ha1	Lpar1
3189	Selenbp1	Lpar1
3190	Slc23a2	Lpar1
3191	Slfn4	Lpar1
3192	Tlr4	Lpar1
3193	Impa2	Lpar1
3194	Fbxo28	Lpar1
3195	Nop58	Lpar1
3196	Gm15283	Lpar1
3197	Hk1	Lpar1
3198	Klf7	Lpar1
3199	Spidr	Lpar1
3200	Pgm1	Lpar1
3201	Ddx21	Lpar1
3202	Rpl13	Lrrc4
3203	Mt2	Lrrc4
3204	Eif4ebp1	Lrrc4
3205	Snx18	Lrrc4
3206	Herpud1	Lrrc4
3207	Creld2	Lrrc4
3208	F5	Lrrc4
3209	Bnip3l	Lrrc4
3210	Pgm1	Lrrc4
